                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1373,                 3.6894,                 1.1065,                0.45525,                0.68072,                0.56332,                0.42811,                0.97865,                 2.6499,                 1.0399,             0.00047318,             0.00047318,             0.00047318
                      2,                 1.1203,                 2.3086,                 1.0985,                 0.6846,                0.71276,                0.72055,                0.52854,                0.97739,                 1.6577,                 1.0198,             0.00094011,             0.00094011,             0.00094011
