                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.76021,                0.49893,                0.99938,                0.95123,                 0.9013,                0.92786,                0.75403,                0.80854,                0.50192,                 1.0888,                0.00703,                0.00703,                0.00703
                    153,                0.76436,                0.48347,                0.98526,                0.96186,                 0.9017,                0.92947,                 0.7574,                  0.794,                0.49494,                 1.0778,              0.0070102,              0.0070102,              0.0070102
                    154,                0.76511,                0.49183,                0.99689,                0.94982,                0.90364,                0.92195,                0.75574,                0.79354,                 0.5197,                 1.0718,              0.0069904,              0.0069904,              0.0069904
                    155,                0.74804,                0.50245,                 0.9862,                0.97808,                0.89796,                0.92925,                0.75954,                0.79477,                0.47221,                 1.0703,              0.0069706,              0.0069706,              0.0069706
                    156,                0.74994,                0.48003,                0.98174,                0.95086,                0.91127,                0.92743,                0.75866,                0.79916,                0.47241,                  1.069,              0.0069508,              0.0069508,              0.0069508
                    157,                 0.7534,                0.47784,                0.99097,                0.95739,                0.90753,                0.93148,                0.76465,                0.80721,                0.53361,                 1.0932,               0.006931,               0.006931,               0.006931
                    158,                 0.7565,                0.49322,                 0.9931,                0.96555,                0.90656,                0.92767,                0.76538,                0.79465,                0.50347,                 1.0795,              0.0069112,              0.0069112,              0.0069112
                    159,                0.76706,                0.49503,                0.99287,                0.96492,                 0.9037,                0.93046,                0.75882,                0.80628,                 0.5008,                 1.0738,              0.0068914,              0.0068914,              0.0068914
                    160,                0.74419,                0.48861,                 0.9814,                0.96719,                0.91127,                0.92921,                0.76218,                0.79823,                0.48986,                 1.0707,              0.0068716,              0.0068716,              0.0068716
                    161,                0.73613,                0.46761,                0.98585,                 0.9727,                0.91344,                0.93409,                0.75812,                0.82827,                0.50641,                 1.1131,              0.0068518,              0.0068518,              0.0068518
                    162,                 0.7494,                0.47656,                0.99163,                0.96653,                0.91605,                0.93347,                0.76066,                0.80186,                0.48219,                  1.094,               0.006832,               0.006832,               0.006832
                    163,                0.75058,                 0.4737,                0.99716,                0.94852,                0.91286,                0.92733,                0.75903,                0.80646,                0.50776,                 1.0986,              0.0068122,              0.0068122,              0.0068122
                    164,                0.75864,                0.47645,                0.99421,                0.96072,                0.90148,                0.92298,                0.76318,                0.81111,                0.54046,                  1.099,              0.0067924,              0.0067924,              0.0067924
                    165,                 0.7576,                0.47748,                0.99057,                0.95766,                0.91109,                0.92541,                0.76298,                0.80267,                0.50462,                 1.0891,              0.0067726,              0.0067726,              0.0067726
                    166,                0.75772,                0.50501,                0.99818,                0.96601,                0.90203,                0.92085,                0.75164,                0.81436,                0.51856,                 1.1017,              0.0067528,              0.0067528,              0.0067528
                    167,                0.75345,                0.48839,                0.99499,                0.97533,                0.90378,                0.92992,                0.75897,                0.79854,                0.47188,                 1.0841,               0.006733,               0.006733,               0.006733
                    168,                0.75255,                0.47583,                0.99816,                0.97113,                0.89607,                0.92989,                0.76527,                0.79221,                 0.4916,                 1.0921,              0.0067132,              0.0067132,              0.0067132
                    169,                0.75497,                0.46719,                0.99505,                0.95692,                0.90732,                0.92974,                0.76131,                  0.809,                0.48819,                 1.1032,              0.0066934,              0.0066934,              0.0066934
                    170,                0.73969,                0.47773,                0.98498,                 0.9464,                0.90378,                0.91888,                0.74157,                0.82161,                0.53005,                 1.1115,              0.0066736,              0.0066736,              0.0066736
                    171,                0.73904,                0.47295,                0.97764,                0.95556,                0.90378,                0.92337,                0.75341,                0.80918,                0.47968,                  1.106,              0.0066538,              0.0066538,              0.0066538
                    172,                 0.7499,                0.48335,                0.98348,                0.96876,                0.89588,                0.92477,                0.75461,                0.79804,                 0.4983,                 1.0934,               0.006634,               0.006634,               0.006634
                    173,                0.73143,                0.46338,                0.97887,                0.97738,                0.89042,                0.92039,                0.75895,                0.79189,                0.50061,                 1.0875,              0.0066142,              0.0066142,              0.0066142
                    174,                0.73781,                0.47507,                0.98371,                 0.9618,                0.89639,                0.92079,                0.75895,                0.78308,                0.50489,                 1.0868,              0.0065944,              0.0065944,              0.0065944
                    175,                0.74268,                0.47552,                0.97689,                0.96392,                 0.8962,                0.92112,                0.75315,                0.79688,                 0.5251,                 1.0815,              0.0065746,              0.0065746,              0.0065746
                    176,                0.74085,                0.49968,                0.98009,                0.96496,                0.90565,                0.92667,                0.76173,                 0.8042,                0.50472,                 1.0758,              0.0065548,              0.0065548,              0.0065548
                    177,                0.75093,                 0.4934,                0.99119,                0.97496,                0.89282,                0.92717,                0.75789,                0.81221,                0.52063,                 1.0887,               0.006535,               0.006535,               0.006535
                    178,                0.73626,                0.47104,                0.97978,                 0.9551,                0.89818,                0.93052,                0.76017,                0.80009,                0.51169,                 1.0752,              0.0065152,              0.0065152,              0.0065152
                    179,                0.72579,                0.46208,                0.97885,                0.95816,                0.89908,                0.92471,                0.76557,                0.79578,                0.49033,                 1.0773,              0.0064954,              0.0064954,              0.0064954
                    180,                 0.7347,                0.47333,                0.98215,                0.96599,                0.89908,                0.92182,                0.75306,                0.80386,                0.51319,                 1.0945,              0.0064756,              0.0064756,              0.0064756
                    181,                0.72225,                0.44497,                 0.9706,                0.97679,                 0.8968,                 0.9287,                0.76135,                0.81349,                0.49945,                 1.1075,              0.0064558,              0.0064558,              0.0064558
                    182,                0.71486,                 0.4563,                0.96771,                0.96598,                0.90517,                0.92347,                0.74985,                0.82591,                0.49988,                 1.1154,               0.006436,               0.006436,               0.006436
                    183,                0.74071,                0.47032,                0.98687,                 0.9675,                0.89319,                0.92714,                0.76146,                0.82039,                0.50045,                 1.1008,              0.0064162,              0.0064162,              0.0064162
                    184,                0.73349,                0.47112,                0.97755,                0.97622,                0.89319,                0.93422,                0.76656,                 0.8221,                0.52327,                 1.1031,              0.0063964,              0.0063964,              0.0063964
                    185,                0.73089,                0.47585,                0.98791,                0.97086,                0.89789,                0.93456,                0.75976,                0.81897,                 0.4876,                 1.1004,              0.0063766,              0.0063766,              0.0063766
                    186,                0.73554,                0.45122,                0.98195,                 0.9676,                0.91149,                0.92834,                0.75505,                0.82835,                 0.4834,                 1.1058,              0.0063568,              0.0063568,              0.0063568
                    187,                0.72141,                 0.4579,                0.97279,                0.97435,                0.89332,                0.92827,                0.75807,                0.83295,                0.49531,                 1.1128,               0.006337,               0.006337,               0.006337
                    188,                0.71874,                0.45513,                 0.9629,                0.97015,                0.89311,                0.93224,                0.76148,                0.84973,                0.50828,                 1.1268,              0.0063172,              0.0063172,              0.0063172
                    189,                0.71691,                0.44916,                0.97523,                0.96733,                0.89671,                0.92359,                0.75004,                0.83795,                0.51137,                 1.1299,              0.0062974,              0.0062974,              0.0062974
                    190,                0.71687,                0.44536,                0.97193,                 0.9636,                0.90634,                0.92796,                0.75082,                0.84048,                 0.5044,                 1.1264,              0.0062776,              0.0062776,              0.0062776
                    191,                0.71516,                 0.4453,                0.97611,                0.97013,                0.89908,                0.92922,                0.75609,                0.82266,                0.50699,                  1.123,              0.0062578,              0.0062578,              0.0062578
                    192,                0.71814,                0.44715,                0.97599,                0.96545,                0.89278,                0.93029,                0.75767,                0.81459,                0.49909,                 1.1059,               0.006238,               0.006238,               0.006238
                    193,                0.72061,                0.46501,                0.97171,                0.97315,                0.90481,                0.92858,                0.75429,                 0.8328,                0.52076,                 1.1088,              0.0062182,              0.0062182,              0.0062182
                    194,                  0.724,                0.44858,                0.97266,                0.96671,                0.89492,                0.92668,                0.75383,                0.82077,                0.52067,                  1.098,              0.0061984,              0.0061984,              0.0061984
                    195,                0.71467,                0.44911,                0.97177,                0.96297,                0.89908,                0.92602,                0.74527,                0.82179,                0.51463,                 1.0984,              0.0061786,              0.0061786,              0.0061786
                    196,                0.72835,                0.45368,                0.98413,                0.96452,                0.89626,                0.92442,                0.74557,                0.83629,                0.51385,                  1.114,              0.0061588,              0.0061588,              0.0061588
                    197,                0.72235,                0.46288,                0.96658,                0.97091,                0.89908,                0.92127,                0.74686,                0.85169,                0.51341,                 1.1368,               0.006139,               0.006139,               0.006139
                    198,                0.72517,                0.45155,                0.97351,                0.97321,                 0.8907,                 0.9211,                0.75086,                0.83784,                0.53347,                 1.1332,              0.0061192,              0.0061192,              0.0061192
                    199,                0.71001,                0.43741,                  0.961,                0.95628,                0.89248,                0.91861,                0.75465,                0.82492,                0.53834,                 1.1099,              0.0060994,              0.0060994,              0.0060994
                    200,                0.71155,                0.45895,                0.96356,                0.95172,                0.89449,                0.91644,                0.74973,                 0.8161,                0.53114,                 1.0871,              0.0060796,              0.0060796,              0.0060796
                    201,                0.73351,                0.46463,                0.96832,                0.96014,                0.89787,                0.91884,                 0.7584,                0.82565,                0.53783,                 1.1025,              0.0060598,              0.0060598,              0.0060598
                    202,                0.71698,                0.47148,                0.96191,                0.96747,                0.90976,                0.92375,                0.75181,                0.83502,                0.51246,                 1.1132,                0.00604,                0.00604,                0.00604
                    203,                0.71483,                0.45685,                0.97294,                0.96799,                0.90283,                0.92473,                0.75084,                0.83924,                0.51663,                 1.1217,              0.0060202,              0.0060202,              0.0060202
                    204,                0.71781,                0.46064,                0.97827,                0.96646,                0.90557,                0.92842,                0.75849,                0.82615,                0.52175,                 1.1167,              0.0060004,              0.0060004,              0.0060004
                    205,                0.71055,                0.43266,                0.96706,                0.96974,                0.90676,                0.93256,                0.76104,                 0.8226,                0.51506,                 1.1086,              0.0059806,              0.0059806,              0.0059806
                    206,                0.71377,                0.44415,                0.96639,                0.96756,                0.89151,                0.93115,                0.75601,                0.82965,                0.52579,                 1.1106,              0.0059608,              0.0059608,              0.0059608
                    207,                0.71241,                0.45402,                0.96505,                0.96682,                0.88923,                0.92791,                 0.7577,                0.81722,                0.51063,                 1.0987,               0.005941,               0.005941,               0.005941
                    208,                0.70385,                0.47059,                0.96128,                0.96715,                0.90295,                0.92242,                0.75139,                0.82082,                 0.5179,                 1.1078,              0.0059212,              0.0059212,              0.0059212
                    209,                  0.702,                0.43168,                0.95093,                0.96848,                0.90231,                0.92286,                0.75089,                0.82362,                0.49212,                 1.1046,              0.0059014,              0.0059014,              0.0059014
                    210,                0.70622,                 0.4486,                0.96947,                0.96833,                0.90412,                0.92516,                0.75332,                0.81891,                0.49128,                  1.102,              0.0058816,              0.0058816,              0.0058816
                    211,                0.70899,                0.45167,                0.96309,                0.95951,                0.90378,                0.92545,                  0.745,                0.82011,                0.49758,                 1.0919,              0.0058618,              0.0058618,              0.0058618
                    212,                0.69606,                0.42641,                0.95931,                0.97643,                0.91058,                0.92646,                 0.7526,                0.82129,                0.50124,                 1.0928,               0.005842,               0.005842,               0.005842
                    213,                0.70352,                0.44868,                0.95733,                0.96972,                0.90834,                  0.926,                0.74998,                0.82937,                0.49483,                 1.0987,              0.0058222,              0.0058222,              0.0058222
                    214,                0.70874,                0.45487,                0.96526,                0.98007,                0.91125,                0.92465,                0.75517,                 0.8319,                0.49294,                 1.0984,              0.0058024,              0.0058024,              0.0058024
                    215,                 0.6986,                0.45144,                0.94895,                0.97289,                 0.9096,                0.92353,                0.74885,                 0.8335,                 0.4971,                 1.0924,              0.0057826,              0.0057826,              0.0057826
                    216,                0.68886,                0.41618,                0.94281,                 0.9731,                0.89853,                0.92836,                0.75129,                0.84437,                0.49767,                 1.0913,              0.0057628,              0.0057628,              0.0057628
                    217,                0.70166,                0.42519,                0.95613,                0.97295,                0.90208,                0.93304,                0.74938,                 0.8305,                0.49154,                 1.0891,               0.005743,               0.005743,               0.005743
                    218,                0.70102,                0.44763,                0.94955,                0.96593,                0.90783,                0.93137,                 0.7504,                0.83281,                0.50634,                 1.0983,              0.0057232,              0.0057232,              0.0057232
                    219,                0.70929,                 0.4542,                0.95891,                0.94717,                0.92718,                 0.9289,                0.75328,                0.82717,                0.50938,                 1.0863,              0.0057034,              0.0057034,              0.0057034
                    220,                0.69001,                0.42471,                0.94851,                0.96461,                0.92074,                 0.9269,                0.74987,                0.82776,                0.50672,                 1.0821,              0.0056836,              0.0056836,              0.0056836
                    221,                0.70545,                 0.4473,                0.96476,                 0.9589,                0.92272,                 0.9254,                0.75063,                0.83199,                0.52519,                 1.0896,              0.0056638,              0.0056638,              0.0056638
                    222,                0.69457,                0.43364,                0.95413,                 0.9635,                0.92065,                0.92596,                 0.7539,                0.83135,                0.50809,                 1.0915,               0.005644,               0.005644,               0.005644
                    223,                0.70234,                0.43114,                0.95567,                0.97028,                0.89543,                0.92481,                0.75231,                0.82818,                0.50305,                 1.0907,              0.0056242,              0.0056242,              0.0056242
                    224,                0.69896,                0.43876,                 0.9578,                0.96891,                0.89356,                0.92342,                0.75538,                0.82161,                0.49616,                 1.0932,              0.0056044,              0.0056044,              0.0056044
                    225,                0.67733,                0.42049,                 0.9553,                0.96894,                0.89812,                0.92629,                0.74919,                 0.8346,                0.51391,                 1.1119,              0.0055846,              0.0055846,              0.0055846
                    226,                0.69792,                0.43521,                0.96221,                0.96771,                0.90097,                0.92772,                 0.7533,                0.83127,                0.50995,                 1.1071,              0.0055648,              0.0055648,              0.0055648
                    227,                0.68776,                0.43058,                0.95033,                0.96764,                0.91115,                 0.9219,                0.75808,                0.82416,                0.50117,                 1.1015,               0.005545,               0.005545,               0.005545
                    228,                 0.6905,                0.41233,                0.95416,                0.96514,                0.91159,                0.92203,                0.75142,                0.82415,                0.50335,                 1.0948,              0.0055252,              0.0055252,              0.0055252
                    229,                0.70619,                0.42467,                0.96417,                0.96469,                0.92051,                0.91934,                0.75328,                0.82967,                0.51442,                 1.0916,              0.0055054,              0.0055054,              0.0055054
                    230,                 0.6866,                0.42519,                 0.9511,                0.97043,                0.91773,                0.92184,                0.74779,                0.83102,                0.51924,                 1.0899,              0.0054856,              0.0054856,              0.0054856
                    231,                0.67844,                0.42291,                0.94097,                0.96937,                0.91419,                0.92137,                0.74272,                0.82978,                0.51224,                 1.0833,              0.0054658,              0.0054658,              0.0054658
                    232,                0.68122,                0.41772,                0.94358,                0.97014,                  0.913,                 0.9238,                0.74463,                0.82549,                0.49995,                 1.0743,               0.005446,               0.005446,               0.005446
                    233,                0.68557,                0.43157,                0.94658,                0.97097,                0.91271,                0.92215,                 0.7458,                0.83199,                0.50618,                 1.0767,              0.0054262,              0.0054262,              0.0054262
                    234,                0.68476,                0.43583,                0.95271,                0.96634,                0.90883,                0.92447,                0.75104,                0.85173,                0.51977,                 1.1017,              0.0054064,              0.0054064,              0.0054064
